TrainMAE,TestMAE,max_depth,min_samples_leaf,random_state,ccp_alpha
25.12358729673055,32.93262313048632,25,8,1,0.5
25.247961344708237,33.0154898941304,25,8,1,1
25.355953173606366,33.12222559118936,25,8,1,1.5
25.497370722037058,32.98205013521657,25,8,1,2
25.040370557899916,33.10683484727545,30,8,1,0.1
25.12358729673055,32.93262313048632,30,8,1,0.5
25.247961344708237,33.0154898941304,30,8,1,1
25.355953173606366,33.12222559118936,30,8,1,1.5
25.497370722037058,32.98205013521657,30,8,1,2
25.040370557899916,33.10683484727545,35,8,1,0.1
25.12358729673055,32.93262313048632,35,8,1,0.5
25.247961344708237,33.0154898941304,35,8,1,1
25.355953173606366,33.12222559118936,35,8,1,1.5
25.497370722037058,32.98205013521657,35,8,1,2
25.040370557899916,33.10683484727545,40,8,1,0.1
25.12358729673055,32.93262313048632,40,8,1,0.5
25.247961344708237,33.0154898941304,40,8,1,1
25.355953173606366,33.12222559118936,40,8,1,1.5
25.497370722037058,32.98205013521657,40,8,1,2
25.040370557899916,33.10683484727545,45,8,1,0.1
25.12358729673055,32.93262313048632,45,8,1,0.5
25.247961344708237,33.0154898941304,45,8,1,1
25.355953173606366,33.12222559118936,45,8,1,1.5
25.497370722037058,32.98205013521657,45,8,1,2
25.040370557899916,33.10683484727545,50,8,1,0.1
25.12358729673055,32.93262313048632,50,8,1,0.5
25.247961344708237,33.0154898941304,50,8,1,1
25.355953173606366,33.12222559118936,50,8,1,1.5
25.497370722037058,32.98205013521657,50,8,1,2
27.34887015969144,31.91712930497915,15,10,1,0.1
27.405723697851503,31.875779739819865,15,10,1,0.5
27.468695276248024,31.868383100608632,15,10,1,1
27.475224609173146,32.07861554598953,15,10,1,1.5
27.516021816594495,32.03289143560362,15,10,1,2
27.22183953399101,31.86920952303128,20,10,1,0.1
27.27422605516538,31.78313007761581,20,10,1,0.5
27.3741855750201,31.765309973625705,20,10,1,1
27.380714907945222,31.975542419006604,20,10,1,1.5
27.421512115366575,31.929818308620685,20,10,1,2
27.22183953399101,31.86920952303128,25,10,1,0.1
27.27422605516538,31.78313007761581,25,10,1,0.5
27.3741855750201,31.765309973625705,25,10,1,1
27.380714907945222,31.975542419006604,25,10,1,1.5
27.421512115366575,31.929818308620685,25,10,1,2
27.22183953399101,31.86920952303128,30,10,1,0.1
27.27422605516538,31.78313007761581,30,10,1,0.5
27.3741855750201,31.765309973625705,30,10,1,1
27.380714907945222,31.975542419006604,30,10,1,1.5
27.421512115366575,31.929818308620685,30,10,1,2
27.22183953399101,31.86920952303128,35,10,1,0.1
27.27422605516538,31.78313007761581,35,10,1,0.5
27.3741855750201,31.765309973625705,35,10,1,1
27.380714907945222,31.975542419006604,35,10,1,1.5
27.421512115366575,31.929818308620685,35,10,1,2
27.22183953399101,31.86920952303128,40,10,1,0.1
27.27422605516538,31.78313007761581,40,10,1,0.5
27.3741855750201,31.765309973625705,40,10,1,1
27.380714907945222,31.975542419006604,40,10,1,1.5
27.421512115366575,31.929818308620685,40,10,1,2
27.22183953399101,31.86920952303128,45,10,1,0.1
27.27422605516538,31.78313007761581,45,10,1,0.5
27.3741855750201,31.765309973625705,45,10,1,1
27.380714907945222,31.975542419006604,45,10,1,1.5
27.421512115366575,31.929818308620685,45,10,1,2
27.22183953399101,31.86920952303128,50,10,1,0.1
27.27422605516538,31.78313007761581,50,10,1,0.5
27.3741855750201,31.765309973625705,50,10,1,1
27.380714907945222,31.975542419006604,50,10,1,1.5
27.421512115366575,31.929818308620685,50,10,1,2
13.001835374133856,24.197756119246396,15,1,2,0.1
14.236913786851902,23.775837073850454,15,1,2,0.5
15.404909945165075,23.43181379608057,15,1,2,1
15.995327781797423,23.90195114054827,15,1,2,1.5
16.60373329628414,23.797771753413812,15,1,2,2
8.735386053367126,24.259636643118785,20,1,2,0.1
10.458381111888256,23.5478933346843,20,1,2,0.5
12.226197727035553,22.56380263095413,20,1,2,1
13.372403383356879,23.060680665287517,20,1,2,1.5
14.229364466588441,22.956730215882004,20,1,2,2
7.566140611591384,23.18376996680568,25,1,2,0.1
8.955563721240882,22.45167531034128,25,1,2,0.5
10.894695409911453,21.749141673882455,25,1,2,1
12.048704432395764,22.25452092921707,25,1,2,1.5
13.170634044318255,22.41896693749372,25,1,2,2
6.543282539815332,23.105456347138617,30,1,2,0.1
7.277916091799042,22.29565381501466,30,1,2,0.5
9.478894475721592,21.538232214598324,30,1,2,1
10.784609398534837,22.10798095342427,30,1,2,1.5
11.980145740215473,22.379569818843784,30,1,2,2
6.387360345914809,21.743423922179176,35,1,2,0.1
6.915128943714953,21.68014916783299,35,1,2,0.5
9.207972302185524,21.44245654353661,35,1,2,1
10.579976754427424,21.91117099374246,35,1,2,1.5
11.921610864645897,22.379569818843784,35,1,2,2
6.387360345914809,21.743423922179176,40,1,2,0.1
6.915128943714953,21.68014916783299,40,1,2,0.5
9.207972302185524,21.44245654353661,40,1,2,1
10.579976754427424,21.91117099374246,40,1,2,1.5
11.921610864645897,22.379569818843784,40,1,2,2
6.387360345914809,21.743423922179176,45,1,2,0.1
6.915128943714953,21.68014916783299,45,1,2,0.5
9.207972302185524,21.44245654353661,45,1,2,1
10.579976754427424,21.91117099374246,45,1,2,1.5
11.921610864645897,22.379569818843784,45,1,2,2
6.387360345914809,21.743423922179176,50,1,2,0.1
6.915128943714953,21.68014916783299,50,1,2,0.5
9.207972302185524,21.44245654353661,50,1,2,1
10.579976754427424,21.91117099374246,50,1,2,1.5
11.921610864645897,22.379569818843784,50,1,2,2
15.270944410908506,23.03356980952437,15,2,2,0.1
15.774943592074138,23.102632434574385,15,2,2,0.5
16.295147117736633,23.001052939873283,15,2,2,1
16.64889742748063,23.285545588428427,15,2,2,1.5
17.354441744102036,23.22724085013834,15,2,2,2
11.85548420469556,22.649254641218924,20,2,2,0.1
12.647457918630678,22.23049259094427,20,2,2,0.5
13.485788278708126,21.736527076178575,20,2,2,1
14.088021944874493,21.872179494197063,20,2,2,1.5
14.95805849349602,21.963960555992777,20,2,2,2
10.33992019805236,22.063829147043435,25,2,2,0.1
11.463776544753388,21.347953106619073,25,2,2,0.5
12.44138613243814,21.179609886225666,25,2,2,1
13.073851134040892,21.385946828053683,25,2,2,1.5
13.980120219841325,21.426197277604494,25,2,2,2
9.074891699683908,21.88541536146738,30,2,2,0.1
10.182033810743258,21.099386259818534,30,2,2,0.5
11.263612155518135,20.84965280789392,30,2,2,1
12.047783057449818,21.346549709403746,30,2,2,1.5
12.981391785731853,21.38680015895456,30,2,2,2
8.880289424716343,21.262889452919215,35,2,2,0.1
10.02822968804598,20.87757492329446,35,2,2,0.5
11.177726969824967,20.6866308962307,35,2,2,1
12.047783057449818,21.346549709403746,35,2,2,1.5
12.981391785731853,21.38680015895456,35,2,2,2
8.898373544588056,20.925942982639405,40,2,2,0.1
10.02822968804598,20.87757492329446,40,2,2,0.5
11.177726969824967,20.6866308962307,40,2,2,1
12.047783057449818,21.346549709403746,40,2,2,1.5
12.981391785731853,21.38680015895456,40,2,2,2
8.898373544588056,20.925942982639405,45,2,2,0.1
10.02822968804598,20.87757492329446,45,2,2,0.5
11.177726969824967,20.6866308962307,45,2,2,1
12.047783057449818,21.346549709403746,45,2,2,1.5
12.981391785731853,21.38680015895456,45,2,2,2
8.898373544588056,20.925942982639405,50,2,2,0.1
10.02822968804598,20.87757492329446,50,2,2,0.5
11.177726969824967,20.6866308962307,50,2,2,1
12.047783057449818,21.346549709403746,50,2,2,1.5
12.981391785731853,21.38680015895456,50,2,2,2
19.321851285963152,24.63182889847563,15,4,2,0.1
19.398181195100637,24.68961150938324,15,4,2,0.5
19.667375769657983,24.449368303515037,15,4,2,1
20.021245000531458,24.42290227273866,15,4,2,1.5
20.133449398044768,24.330000614212,15,4,2,2
17.147685754021346,23.78861091618424,20,4,2,0.1
17.272013593491142,23.848436705474317,20,4,2,0.5
17.660242118951942,23.529339225573267,20,4,2,1
18.128480198439224,23.55549058660683,20,4,2,1.5
18.30968946069872,23.481574406887077,20,4,2,2
16.103768203128986,23.234673329316188,25,4,2,0.1
16.26355669130864,23.353725309082453,25,4,2,0.5
16.80323149219048,23.002736208896923,25,4,2,1
17.271340355665586,22.926982984207342,25,4,2,1.5
17.648146695225638,23.136079625000413,25,4,2,2
15.8598988349694,23.26635408242551,30,4,2,0.1
16.0421489834656,23.481257433043147,30,4,2,0.5
16.621080706885124,23.269157221746507,30,4,2,1
17.08918957036023,23.193403997056926,30,4,2,1.5
17.465995909920277,23.40250063785,30,4,2,2
15.8598988349694,23.26635408242551,35,4,2,0.1
16.0421489834656,23.481257433043147,35,4,2,0.5
16.621080706885124,23.269157221746507,35,4,2,1
17.08918957036023,23.193403997056926,35,4,2,1.5
17.465995909920277,23.40250063785,35,4,2,2
15.8598988349694,23.26635408242551,40,4,2,0.1
16.0421489834656,23.481257433043147,40,4,2,0.5
16.621080706885124,23.269157221746507,40,4,2,1
17.08918957036023,23.193403997056926,40,4,2,1.5
17.465995909920277,23.40250063785,40,4,2,2
15.8598988349694,23.26635408242551,45,4,2,0.1
16.0421489834656,23.481257433043147,45,4,2,0.5
16.621080706885124,23.269157221746507,45,4,2,1
17.08918957036023,23.193403997056926,45,4,2,1.5
17.465995909920277,23.40250063785,45,4,2,2
15.8598988349694,23.26635408242551,50,4,2,0.1
16.0421489834656,23.481257433043147,50,4,2,0.5
16.621080706885124,23.269157221746507,50,4,2,1
17.08918957036023,23.193403997056926,50,4,2,1.5
17.465995909920277,23.40250063785,50,4,2,2
22.000907073060226,27.78410125964398,15,6,2,0.1
22.01971434171994,27.617227463104282,15,6,2,0.5
22.09312846877941,27.66597610305427,15,6,2,1
22.34924403715443,27.75798345758265,15,6,2,1.5
22.499867569796255,27.688480231426357,15,6,2,2
20.743172871986197,28.042486938199914,20,6,2,0.1
20.808774021184455,27.954676016810275,20,6,2,0.5
20.882188148243923,28.04509132342693,20,6,2,1
21.138303716618946,28.13709867795531,20,6,2,1.5
21.28892724926077,28.067595451799022,20,6,2,2
19.68696004929072,27.35786006127392,25,6,2,0.1
19.750869615258516,27.312091065350128,25,6,2,0.5
19.828889551175614,27.47589811997033,25,6,2,1
20.11814593391245,27.49439086566373,25,6,2,1.5
20.26876946655428,27.42488763950744,25,6,2,2
19.665629119442443,27.29791108168209,30,6,2,0.1
19.72953868541024,27.252142085758297,30,6,2,0.5
19.80755862132733,27.4159491403785,30,6,2,1
20.11814593391245,27.49439086566373,30,6,2,1.5
20.26876946655428,27.42488763950744,30,6,2,2
19.665629119442443,27.29791108168209,35,6,2,0.1
19.72953868541024,27.252142085758297,35,6,2,0.5
19.80755862132733,27.4159491403785,35,6,2,1
20.11814593391245,27.49439086566373,35,6,2,1.5
20.26876946655428,27.42488763950744,35,6,2,2
19.665629119442443,27.29791108168209,40,6,2,0.1
19.72953868541024,27.252142085758297,40,6,2,0.5
19.80755862132733,27.4159491403785,40,6,2,1
20.11814593391245,27.49439086566373,40,6,2,1.5
20.26876946655428,27.42488763950744,40,6,2,2
19.665629119442443,27.29791108168209,45,6,2,0.1
19.72953868541024,27.252142085758297,45,6,2,0.5
19.80755862132733,27.4159491403785,45,6,2,1
20.11814593391245,27.49439086566373,45,6,2,1.5
20.26876946655428,27.42488763950744,45,6,2,2
19.665629119442443,27.29791108168209,50,6,2,0.1
19.72953868541024,27.252142085758297,50,6,2,0.5
19.80755862132733,27.4159491403785,50,6,2,1
20.11814593391245,27.49439086566373,50,6,2,1.5
20.26876946655428,27.42488763950744,50,6,2,2
26.096167523375623,34.03908649305029,15,8,2,0.1
26.17938426220625,33.86487477626116,15,8,2,0.5
26.323947584631888,33.89059868276238,15,8,2,1
26.331060840028684,33.87075324458711,15,8,2,1.5
26.40152814218122,33.736843452774714,15,8,2,2
25.025258100648994,33.11671010715071,20,8,2,0.1
25.108474839479623,32.942498390361585,20,8,2,0.5
25.232848887457312,33.025365154005655,20,8,2,1
25.308022248703832,33.16544250940628,20,8,2,1.5
25.449439797134524,33.02526705343349,20,8,2,2
25.040370557899916,33.10683484727545,25,8,2,0.1
25.12358729673055,32.93262313048632,25,8,2,0.5
25.247961344708237,33.0154898941304,25,8,2,1
25.355953173606366,33.12222559118936,25,8,2,1.5
25.497370722037058,32.98205013521657,25,8,2,2
25.040370557899916,33.10683484727545,30,8,2,0.1
25.12358729673055,32.93262313048632,30,8,2,0.5
25.247961344708237,33.0154898941304,30,8,2,1
25.355953173606366,33.12222559118936,30,8,2,1.5
25.497370722037058,32.98205013521657,30,8,2,2
25.040370557899916,33.10683484727545,35,8,2,0.1
25.12358729673055,32.93262313048632,35,8,2,0.5
25.247961344708237,33.0154898941304,35,8,2,1
25.355953173606366,33.12222559118936,35,8,2,1.5
25.497370722037058,32.98205013521657,35,8,2,2
25.040370557899916,33.10683484727545,40,8,2,0.1
25.12358729673055,32.93262313048632,40,8,2,0.5
25.247961344708237,33.0154898941304,40,8,2,1
25.355953173606366,33.12222559118936,40,8,2,1.5
25.497370722037058,32.98205013521657,40,8,2,2
25.040370557899916,33.10683484727545,45,8,2,0.1
25.12358729673055,32.93262313048632,45,8,2,0.5
25.247961344708237,33.0154898941304,45,8,2,1
25.355953173606366,33.12222559118936,45,8,2,1.5
25.497370722037058,32.98205013521657,45,8,2,2
25.040370557899916,33.10683484727545,50,8,2,0.1
25.12358729673055,32.93262313048632,50,8,2,0.5
25.247961344708237,33.0154898941304,50,8,2,1
25.355953173606366,33.12222559118936,50,8,2,1.5
25.497370722037058,32.98205013521657,50,8,2,2
27.34887015969144,31.91712930497915,15,10,2,0.1
27.405723697851503,31.875779739819865,15,10,2,0.5
27.468695276248024,31.868383100608632,15,10,2,1
27.475224609173146,32.07861554598953,15,10,2,1.5
27.516021816594495,32.03289143560362,15,10,2,2
27.22183953399101,31.86920952303128,20,10,2,0.1
27.27422605516538,31.78313007761581,20,10,2,0.5
27.3741855750201,31.765309973625705,20,10,2,1
27.380714907945222,31.975542419006604,20,10,2,1.5
27.421512115366575,31.929818308620685,20,10,2,2
27.22183953399101,31.86920952303128,25,10,2,0.1
27.27422605516538,31.78313007761581,25,10,2,0.5
27.3741855750201,31.765309973625705,25,10,2,1
27.380714907945222,31.975542419006604,25,10,2,1.5
27.421512115366575,31.929818308620685,25,10,2,2
27.22183953399101,31.86920952303128,30,10,2,0.1
27.27422605516538,31.78313007761581,30,10,2,0.5
27.3741855750201,31.765309973625705,30,10,2,1
27.380714907945222,31.975542419006604,30,10,2,1.5
27.421512115366575,31.929818308620685,30,10,2,2
27.22183953399101,31.86920952303128,35,10,2,0.1
27.27422605516538,31.78313007761581,35,10,2,0.5
27.3741855750201,31.765309973625705,35,10,2,1
27.380714907945222,31.975542419006604,35,10,2,1.5
27.421512115366575,31.929818308620685,35,10,2,2
27.22183953399101,31.86920952303128,40,10,2,0.1
27.27422605516538,31.78313007761581,40,10,2,0.5
27.3741855750201,31.765309973625705,40,10,2,1
27.380714907945222,31.975542419006604,40,10,2,1.5
27.421512115366575,31.929818308620685,40,10,2,2
27.22183953399101,31.86920952303128,45,10,2,0.1
27.27422605516538,31.78313007761581,45,10,2,0.5
27.3741855750201,31.765309973625705,45,10,2,1
27.380714907945222,31.975542419006604,45,10,2,1.5
27.421512115366575,31.929818308620685,45,10,2,2
27.22183953399101,31.86920952303128,50,10,2,0.1
27.27422605516538,31.78313007761581,50,10,2,0.5
27.3741855750201,31.765309973625705,50,10,2,1
27.380714907945222,31.975542419006604,50,10,2,1.5
27.421512115366575,31.929818308620685,50,10,2,2
13.001835374133856,24.289025960516234,15,1,3,0.1
14.236913786851902,23.597960089723472,15,1,3,0.5
15.404909945165075,23.467528081794853,15,1,3,1
15.995327781797423,23.915046378643506,15,1,3,1.5
16.60373329628414,23.81086699150905,15,1,3,2
8.735386053367126,23.88860489708704,20,1,3,0.1
10.458381111888256,23.471206826747792,20,1,3,0.5
12.226197727035553,22.37332644047794,20,1,3,1
13.372403383356879,23.073775903382757,20,1,3,1.5
14.229364466588441,22.96982545397724,20,1,3,2
7.566140611591384,23.256885046170762,25,1,3,0.1
8.955563721240882,22.537687215103183,25,1,3,0.5
10.894695409911453,21.78485595959674,25,1,3,1
12.048704432395764,22.26761616731231,25,1,3,1.5
13.170634044318255,22.43206217558896,25,1,3,2
6.543282539815332,22.973214283646552,30,1,3,0.1
7.277916091799042,22.137618100728943,30,1,3,0.5
9.478894475721592,21.347756024122134,30,1,3,1
10.784609398534837,22.12107619151951,30,1,3,1.5
11.980145740215473,22.392665056939023,30,1,3,2
6.387360345914809,21.384991382496633,35,1,3,0.1
6.915128943714953,21.2959229773568,35,1,3,0.5
9.207972302185524,21.025789876869947,35,1,3,1
10.579976754427424,21.9242662318377,35,1,3,1.5
11.921610864645897,22.392665056939023,35,1,3,2
6.387360345914809,21.384991382496633,40,1,3,0.1
6.915128943714953,21.2959229773568,40,1,3,0.5
9.207972302185524,21.025789876869947,40,1,3,1
10.579976754427424,21.9242662318377,40,1,3,1.5
11.921610864645897,22.392665056939023,40,1,3,2
6.387360345914809,21.384991382496633,45,1,3,0.1
6.915128943714953,21.2959229773568,45,1,3,0.5
9.207972302185524,21.025789876869947,45,1,3,1
10.579976754427424,21.9242662318377,45,1,3,1.5
11.921610864645897,22.392665056939023,45,1,3,2
6.387360345914809,21.384991382496633,50,1,3,0.1
6.915128943714953,21.2959229773568,50,1,3,0.5
9.207972302185524,21.025789876869947,50,1,3,1
10.579976754427424,21.9242662318377,50,1,3,1.5
11.921610864645897,22.392665056939023,50,1,3,2
15.270944410908506,22.93981980952437,15,2,3,0.1
15.774943592074138,22.933485609177563,15,2,3,0.5
16.295147117736633,22.814048971619314,15,2,3,1
16.64889742748063,23.098541620174462,15,2,3,1.5
17.354441744102036,23.22724085013834,15,2,3,2
11.85548420469556,22.262208155958156,20,2,3,0.1
12.647457918630678,21.915677776129456,20,2,3,0.5
13.485788278708126,21.56903368993519,20,2,3,1
14.088021944874493,21.704686107953677,20,2,3,1.5
14.95805849349602,21.963960555992777,20,2,3,2
10.33992019805236,21.827080280830284,25,2,3,0.1
11.463776544753388,21.097126387042355,25,2,3,0.5
12.44138613243814,20.824616499982284,25,2,3,1
13.073851134040892,21.218453441810297,25,2,3,1.5
13.980120219841325,21.426197277604494,25,2,3,2
9.074891699683908,21.90228044083246,30,2,3,0.1
10.182033810743258,21.07921430214657,30,2,3,0.5
11.263612155518135,20.682159421650532,30,2,3,1
12.047783057449818,21.17905632316036,30,2,3,1.5
12.981391785731853,21.38680015895456,30,2,3,2
8.880289424716343,21.28889568874688,35,2,3,0.1
10.02822968804598,20.727938679908217,35,2,3,0.5
11.177726969824967,20.519137509987313,35,2,3,1
12.047783057449818,21.17905632316036,35,2,3,1.5
12.981391785731853,21.38680015895456,35,2,3,2
8.898373544588056,20.951949218467075,40,2,3,0.1
10.02822968804598,20.727938679908217,40,2,3,0.5
11.177726969824967,20.519137509987313,40,2,3,1
12.047783057449818,21.17905632316036,40,2,3,1.5
12.981391785731853,21.38680015895456,40,2,3,2
8.898373544588056,20.951949218467075,45,2,3,0.1
