TrainMAE,TestMAE,max_depth,min_samples_leaf,max_features,ccp_alpha_vals
29.220633112687192,30.813854803078375,30,1,2,0.1
29.312522314422097,30.83238049137413,30,1,2,0.5
29.317691349165777,30.78788316054002,30,1,2,1
29.361245870488,30.8479905532646,30,1,2,1.5
29.454148171418844,30.950854476399485,30,1,2,2
29.295161239074393,30.83721172213335,35,1,2,0.1
29.297554074782802,30.90878647193395,35,1,2,0.5
29.236121995682748,30.87629838115055,35,1,2,1
29.461557608067082,30.89266268304511,35,1,2,1.5
29.404514886637617,30.82483164595929,35,1,2,2
29.319885252937954,30.864522886875864,40,1,2,0.1
29.411674825363388,30.96094987703223,40,1,2,0.5
29.315788681209114,30.960562875641934,40,1,2,1
29.434729839984634,30.9544538041428,40,1,2,1.5
29.463402570078586,31.01149097869735,40,1,2,2
29.26095083355784,30.896261532145154,45,1,2,0.1
29.283159118227264,31.007776393798082,45,1,2,0.5
29.3175150759361,30.825053888108755,45,1,2,1
29.404896407460168,30.7166967522352,45,1,2,1.5
29.45860765128768,30.944012806967446,45,1,2,2
29.286458472788055,31.01779504781973,50,1,2,0.1
29.305792858597417,30.901481988298162,50,1,2,0.5
29.296191209177692,30.933355954179174,50,1,2,1
29.335872987657762,30.931998082129265,50,1,2,1.5
29.43782477098421,30.83419062449956,50,1,2,2
29.88022628206694,30.932584599747543,15,2,2,0.1
29.998458180682082,31.01208835516903,15,2,2,0.5
29.99149172162896,30.915710869080325,15,2,2,1
30.13241848408068,31.074657396484923,15,2,2,1.5
29.993961372632103,30.999667051070986,15,2,2,2
29.731848664506355,31.05595256616196,20,2,2,0.1
29.859462424566857,31.04486641607686,20,2,2,0.5
29.825391211084234,30.93540225993137,20,2,2,1
29.935810079574942,30.880547507191046,20,2,2,1.5
30.01057376153384,30.941335821533098,20,2,2,2
29.806314596074735,30.994217559729254,25,2,2,0.1
29.95519645022174,31.067715842863652,25,2,2,0.5
29.863830426954934,31.007119761792357,25,2,2,1
29.90136231521902,30.9364860328175,25,2,2,1.5
29.99043462778392,30.99294564210365,25,2,2,2
29.946144612440577,31.129294882246942,30,2,2,0.1
29.904453430061157,30.99108909057958,30,2,2,0.5
29.836666016099887,30.85861496795203,30,2,2,1
29.94966514040481,30.82496323428176,30,2,2,1.5
29.943988297890005,30.95201326919964,30,2,2,2
29.803781608969548,30.974383422907028,35,2,2,0.1
29.7763681589197,30.76668105813296,35,2,2,0.5
29.921597016547725,30.907376078781898,35,2,2,1
29.974334805117316,31.054396095879103,35,2,2,1.5
30.12677176922861,31.153548562843433,35,2,2,2
29.90754518171853,30.928987260695965,40,2,2,0.1
29.887715678864698,31.02333681018243,40,2,2,0.5
29.923942397448805,31.04631773681715,40,2,2,1
29.988627855070117,31.02388787191516,40,2,2,1.5
30.07880097988693,31.04401206185393,40,2,2,2
29.888989459110462,31.00497481370973,45,2,2,0.1
29.83637256737347,30.985070319137495,45,2,2,0.5
29.93150712558874,31.024890301218356,45,2,2,1
29.988938410539284,31.071689675654895,45,2,2,1.5
30.084094294321353,31.237792717339786,45,2,2,2
29.921068573328128,30.9727219293763,50,2,2,0.1
29.925679608676592,31.08968899078562,50,2,2,0.5
29.893696006551966,30.95556917284228,50,2,2,1
29.95472162099293,31.0011932400716,50,2,2,1.5
29.976854990622684,31.101712561674773,50,2,2,2
33.29107209127039,33.21441837352459,15,4,2,0.1
33.09592320635304,33.03763049807939,15,4,2,0.5
33.22284477081089,33.12447995571858,15,4,2,1
33.3862449839263,33.265471834836845,15,4,2,1.5
33.40791150821425,33.25584843342942,15,4,2,2
33.15975566326631,33.15654226832816,20,4,2,0.1
33.26872453811694,33.13735349384334,20,4,2,0.5
33.181720461978884,33.11162639722107,20,4,2,1
33.177290926488,33.142526713216206,20,4,2,1.5
33.24176989960475,33.188977618315256,20,4,2,2
33.12620234187833,33.148821855376156,25,4,2,0.1
33.26642803491059,33.15167816502677,25,4,2,0.5
33.22555254472448,33.08082949552248,25,4,2,1
33.248637064112394,33.152803702930974,25,4,2,1.5
33.16868857850164,33.1571479029299,25,4,2,2
33.172163758448654,33.062195383572444,30,4,2,0.1
33.36466531281515,33.20519709122261,30,4,2,0.5
33.19318469896657,33.091306210359306,30,4,2,1
33.22578401719397,33.068090275069935,30,4,2,1.5
33.33214326118678,33.09622972470496,30,4,2,2
33.12047511754189,33.14118072208962,35,4,2,0.1
33.31027951483765,33.180083184122566,35,4,2,0.5
33.140801843228985,33.041696225921164,35,4,2,1
33.326003704534855,33.11896280975181,35,4,2,1.5
33.304395732522494,33.15160498827514,35,4,2,2
33.08029022155355,33.0306572998701,40,4,2,0.1
33.23994118585666,33.09833901347652,40,4,2,0.5
33.27028161949402,33.14105776821296,40,4,2,1
33.300721862571564,33.168439793224515,40,4,2,1.5
33.19302938882037,33.1171870367663,40,4,2,2
33.21092323387177,33.08128033788847,45,4,2,0.1
33.209984526030276,33.081451170192814,45,4,2,0.5
33.31337829282345,33.186798676748126,45,4,2,1
33.26597345099226,33.102353846266546,45,4,2,1.5
33.325878611815156,33.24910255849795,45,4,2,2
33.29271568163843,33.21032003039154,50,4,2,0.1
33.205704332464116,33.128351105765944,50,4,2,0.5
33.32152044754557,33.239414144447,50,4,2,1
33.33392194776073,33.21885753556966,50,4,2,1.5
33.30176719158795,33.24033951079476,50,4,2,2
34.92396875254117,34.25377062650901,15,6,2,0.1
35.06832626580332,34.387593321862305,15,6,2,0.5
35.01964082368922,34.37321210700967,15,6,2,1
35.058352153932034,34.393771983232604,15,6,2,1.5
34.887769142737724,34.198975223554875,15,6,2,2
35.163498031962035,34.45120430741876,20,6,2,0.1
34.997724370644114,34.296922646935016,20,6,2,0.5
34.95356368075307,34.289919760067015,20,6,2,1
34.95411556387825,34.32225340292065,20,6,2,1.5
35.01847104276264,34.2382096359117,20,6,2,2
34.95014956706907,34.27528523790378,25,6,2,0.1
34.995096971785465,34.25423207641443,25,6,2,0.5
34.956693318507625,34.30442091524261,25,6,2,1
34.98282646488172,34.27061089030237,25,6,2,1.5
34.92808120981303,34.2630177348226,25,6,2,2
34.92396817874554,34.25576421815747,30,6,2,0.1
34.91252509984936,34.23722593027613,30,6,2,0.5
35.0709564942231,34.42931042751163,30,6,2,1
34.92483901250147,34.289285759233266,30,6,2,1.5
34.9107176311258,34.288311578895545,30,6,2,2
34.86427409579239,34.211123570975964,35,6,2,0.1
35.06371931578609,34.33368805124149,35,6,2,0.5
34.954176810710514,34.35809244852195,35,6,2,1
34.87256562098492,34.22048143956018,35,6,2,1.5
34.887930989951585,34.21013129833552,35,6,2,2
35.020318894818054,34.31762560541365,40,6,2,0.1
34.875523293031,34.24130020978031,40,6,2,0.5
34.969638340161815,34.27878478168458,40,6,2,1
34.88712668738549,34.22901080871266,40,6,2,1.5
34.93820581334076,34.22859936466813,40,6,2,2
34.957265990286224,34.359476195996436,45,6,2,0.1
35.04634519053049,34.323285832820496,45,6,2,0.5
35.05945512015281,34.350642110026314,45,6,2,1
35.03973208212492,34.33501211530762,45,6,2,1.5
34.9810701763659,34.31768020851973,45,6,2,2
34.92628852885155,34.266825458074585,50,6,2,0.1
34.90484147032614,34.25950154065275,50,6,2,0.5
34.9023701060187,34.31051612629156,50,6,2,1
35.03477085395088,34.37302346343881,50,6,2,1.5
34.921587827552436,34.2335595684814,50,6,2,2
36.106216223071826,35.10743853602426,15,8,2,0.1
35.93641501979645,34.99779432878716,15,8,2,0.5
36.1326740120266,35.130796631164465,15,8,2,1
36.05806701719038,35.095748467609695,15,8,2,1.5
36.26709662400432,35.28243567497437,15,8,2,2
36.138977302851075,35.1167742271935,20,8,2,0.1
36.09831318723705,35.12489533752711,20,8,2,0.5
36.01885318345055,35.09578346693628,20,8,2,1
36.07094354091624,35.106110180238815,20,8,2,1.5
36.15225217527937,35.153631810956114,20,8,2,2
36.126202402960196,35.17018618493733,25,8,2,0.1
36.0672672007525,35.068282219779384,25,8,2,0.5
36.008198579621535,35.03846608520229,25,8,2,1
36.124727813214946,35.18069461451385,25,8,2,1.5
36.083808618386065,35.1017603618982,25,8,2,2
35.97125677794739,35.03323968776323,30,8,2,0.1
36.170901677511964,35.1597105460678,30,8,2,0.5
36.1564641411246,35.172421679546154,30,8,2,1
36.162967221589334,35.194349966018066,30,8,2,1.5
36.13247540329136,35.134411607846395,30,8,2,2
35.92536353945905,35.00966757228836,35,8,2,0.1
36.05805729028796,35.06325778424349,35,8,2,0.5
36.063421674571956,35.12914041310031,35,8,2,1
36.1041784634854,35.085717508866765,35,8,2,1.5
36.0861643589717,35.09993778447453,35,8,2,2
36.028486220360286,35.064377769525784,40,8,2,0.1
36.18071812924466,35.2409612962658,40,8,2,0.5
36.208913962560466,35.17463392578564,40,8,2,1
36.06402138167873,35.0391546247233,40,8,2,1.5
36.11515046188172,35.09233776637685,40,8,2,2
35.9680308942937,35.04930436137566,45,8,2,0.1
36.04705317129224,35.132269346140774,45,8,2,0.5
36.06789514747884,35.14886188115719,45,8,2,1
36.08616065793222,35.09802592370618,45,8,2,1.5
36.01375204626122,35.06608549212604,45,8,2,2
36.07429990057237,35.15124278404258,50,8,2,0.1
36.076558373809924,35.07654411429447,50,8,2,0.5
35.95199023313311,35.04126023841903,50,8,2,1
36.069205725891244,35.12031815573606,50,8,2,1.5
36.032411814896996,35.00821892341938,50,8,2,2
36.78226560675232,35.65934869272998,15,10,2,0.1
36.9262991229875,35.74355366105707,15,10,2,0.5
36.8823650873969,35.71971803644671,15,10,2,1
37.03504703935033,35.818224477192565,15,10,2,1.5
37.08615322329237,35.84593889462825,15,10,2,2
37.0418502156577,35.785391270094436,20,10,2,0.1
36.985224405117485,35.79028272320796,20,10,2,0.5
37.014297066392636,35.78463201639958,20,10,2,1
37.00611715399511,35.8377122368148,20,10,2,1.5
37.000642834375796,35.79521543935686,20,10,2,2
36.81866854238425,35.64431575084685,25,10,2,0.1
36.86298842462363,35.61778309273215,25,10,2,0.5
36.8913082881471,35.722507965710896,25,10,2,1
37.0380644524286,35.79894415391379,25,10,2,1.5
36.92152542841367,35.77599334275077,25,10,2,2
36.942803458719155,35.77220811317706,30,10,2,0.1
36.76668314664807,35.55768980422521,30,10,2,0.5
36.87339788564674,35.670759019674854,30,10,2,1
36.93586030419686,35.71914538733476,30,10,2,1.5
36.97278216326487,35.75234165879297,30,10,2,2
36.942428920718875,35.74473820624249,35,10,2,0.1
36.841057392567684,35.681481287518515,35,10,2,0.5
36.90481410380265,35.75621744541146,35,10,2,1
36.979858519092076,35.80227125555392,35,10,2,1.5
36.941461576274094,35.81016167555505,35,10,2,2
36.81599291430999,35.69404390612245,40,10,2,0.1
36.83834468431857,35.70837145684929,40,10,2,0.5
36.9375738411534,35.709397974994076,40,10,2,1
36.92642417555441,35.72556783285899,40,10,2,1.5
36.944279945780394,35.77453082553528,40,10,2,2
36.96257759288303,35.83016175600174,45,10,2,0.1
36.90639158861633,35.72567019950024,45,10,2,0.5
37.17266391825516,35.86623897616911,45,10,2,1
37.00628783949585,35.83766877412905,45,10,2,1.5
36.94351743217854,35.72089656150254,45,10,2,2
37.00009034145021,35.83472779652557,50,10,2,0.1
37.02400156106336,35.77675952147361,50,10,2,0.5
36.80048633600849,35.632463605307855,50,10,2,1
36.88200239732985,35.719289669083686,50,10,2,1.5
37.03426923794764,35.81560713011655,50,10,2,2
28.542045274687162,30.28263929387141,15,1,3,0.1
28.594977403431614,30.400602253422957,15,1,3,0.5
28.519989411997006,30.2668208085217,15,1,3,1
28.59900032654671,30.204391871223258,15,1,3,1.5
28.681962710114938,30.278368097973583,15,1,3,2
28.461257392922377,30.26155072865153,20,1,3,0.1
28.509199571978694,30.22803346217493,20,1,3,0.5
28.40734944437982,30.1061915401038,20,1,3,1
28.496383768444698,30.307388501487853,20,1,3,1.5
28.546970918066055,30.13264999260313,20,1,3,2
28.454453017937926,30.248410562255696,25,1,3,0.1
28.463755754749048,30.265836083747942,25,1,3,0.5
28.46629869644107,30.33194791215113,25,1,3,1
28.582441018155063,30.287824532519956,25,1,3,1.5
28.66327354545075,30.351650158211992,25,1,3,2
28.53552298741495,30.30344182756508,30,1,3,0.1
28.477945735450565,30.24207420892461,30,1,3,0.5
28.557939301300404,30.300101400155103,30,1,3,1
28.58850032444184,30.294172861950283,30,1,3,1.5
28.51643104364682,30.16249740181243,30,1,3,2
28.500174726922786,30.294664051546814,35,1,3,0.1
28.588045995707862,30.41113247995673,35,1,3,0.5
28.508720911341637,30.372087756113757,35,1,3,1
28.567328671076055,30.276302298617637,35,1,3,1.5
28.780608428763745,30.513717917141644,35,1,3,2
28.440182062401167,30.27048052030408,40,1,3,0.1
28.361331618573196,30.067814307379052,40,1,3,0.5
28.51865834604077,30.338884453039668,40,1,3,1
28.5406414920942,30.287342324430377,40,1,3,1.5
28.73553003754536,30.444022694576688,40,1,3,2
28.465083374318148,30.281985459087622,45,1,3,0.1
28.5324052655821,30.376437621671844,45,1,3,0.5
28.455450417054557,30.263752393498923,45,1,3,1
28.60339060299394,30.347613221515182,45,1,3,1.5
28.661583198387415,30.37504696863241,45,1,3,2
28.54886604647487,30.40729266515048,50,1,3,0.1
28.349048078552265,30.34591398536368,50,1,3,0.5
28.533020974086163,30.364704528282985,50,1,3,1
28.51857758272887,30.40172005975582,50,1,3,1.5
28.636171260421794,30.3587478061651,50,1,3,2
29.010781171564723,30.247804851053854,15,2,3,0.1
29.004130280365477,30.34822742717295,15,2,3,0.5
29.118122614930805,30.55956778814752,15,2,3,1
29.12991198003733,30.388908963119526,15,2,3,1.5
29.20335032608933,30.510845684515182,15,2,3,2
29.094327926390395,30.49943349911001,20,2,3,0.1
29.021793762307368,30.345648850337035,20,2,3,0.5
29.034407856835738,30.4279072948949,20,2,3,1
29.10527591903615,30.476406793722305,20,2,3,1.5
29.176729782266232,30.45240174674545,20,2,3,2
29.04107706895895,30.328494886085483,25,2,3,0.1
29.060620013671546,30.42344355456918,25,2,3,0.5
29.115160501019034,30.526520973814215,25,2,3,1
29.168553977154804,30.56789145927102,25,2,3,1.5
29.31066115626951,30.489101791869693,25,2,3,2
28.966848131628318,30.32712808463324,30,2,3,0.1
29.065083411094143,30.423309933655457,30,2,3,0.5
29.109843644282254,30.42836529872221,30,2,3,1
29.11053535061634,30.334708041205324,30,2,3,1.5
29.215943005652427,30.504710289619393,30,2,3,2
29.039015299091623,30.371712773019105,35,2,3,0.1
28.943304665166565,30.369869214529597,35,2,3,0.5
29.156441645914256,30.33643344522603,35,2,3,1
29.05782638387179,30.42723396062689,35,2,3,1.5
29.220623999505733,30.319792846685136,35,2,3,2
29.10635836993599,30.514201636216654,40,2,3,0.1
29.00813777101665,30.379808970834347,40,2,3,0.5
29.088951744439036,30.366793636409522,40,2,3,1
29.11640190825317,30.390172461027905,40,2,3,1.5
29.260075444057527,30.501197437793703,40,2,3,2
