TrainMAE,TestMAE,Gamma,LearningRate,MaxDepth,RegAlpha
61.66935074711699,70.02921009276595,0,5e-05,20,1e-05
61.669357816566304,70.0292596494158,0,5e-05,20,5e-05
61.669363507587704,70.02927716927869,0,5e-05,20,0.0001
61.66936729965902,70.02927664028746,0,5e-05,20,0.0005
61.66935851377142,70.02923060456912,0,5e-05,20,0.001
61.66941887134006,70.02920296681779,0,5e-05,20,0.005
61.669444760626924,70.02910526735442,0,5e-05,20,0.01
61.66965157056833,70.02831731239955,0,5e-05,20,0.05
61.66995339984021,70.02755910051721,0,5e-05,20,0.1
61.67400839326259,70.01399827713058,0,5e-05,20,0.5
50.88051941567791,58.71707003457205,0,0.0001,2,1e-05
50.88051853922013,58.717068865185695,0,0.0001,2,5e-05
50.88051704302446,58.71706719625564,0,0.0001,2,0.0001
50.88051864351259,58.71706899007162,0,0.0001,2,0.0005
50.880518182219014,58.71706851323446,0,0.0001,2,0.001
50.880525123684436,58.717077164422896,0,0.0001,2,0.005
50.88052985495197,58.71708268211002,0,0.0001,2,0.01
50.88058412914898,58.717295851026265,0,0.0001,2,0.05
50.88064213180141,58.71736685434977,0,0.0001,2,0.1
50.881175651911306,58.71812563850766,0,0.0001,2,0.5
50.41335663459529,58.9197575364794,0,0.0001,4,1e-05
50.413359241906775,58.91975871721903,0,0.0001,4,5e-05
50.41336170481332,58.919762214024864,0,0.0001,4,0.0001
50.41335718112789,58.91974390120733,0,0.0001,4,0.0005
50.413361646650216,58.91974978219895,0,0.0001,4,0.001
50.41336280690383,58.919809341430664,0,0.0001,4,0.005
50.413353717414864,58.91973255929493,0,0.0001,4,0.01
50.41329930884103,58.91990403901963,0,0.0001,4,0.05
50.413369777450804,58.92005772817703,0,0.0001,4,0.1
50.413473807173446,58.921380236035304,0,0.0001,4,0.5
49.65566048486752,57.98805034160614,0,0.0001,6,1e-05
49.655661225945664,57.98805050622849,0,0.0001,6,5e-05
49.65565875601944,57.988049751236325,0,0.0001,6,0.0001
49.65566227789557,57.98805240790049,0,0.0001,6,0.0005
49.655664020783014,57.98805459340414,0,0.0001,6,0.001
49.65567765401365,57.988064601307826,0,0.0001,6,0.005
49.65560397740794,57.98795960063026,0,0.0001,6,0.01
49.65576894,57.988180461384005,0,0.0001,6,0.05
49.65575971864125,57.988354881604515,0,0.0001,6,0.1
49.655879500035105,57.98944480078561,0,0.0001,6,0.5
49.261203221342164,57.21417893966039,0,0.0001,8,1e-05
49.26118851134203,57.214172303676605,0,0.0001,8,5e-05
49.26119701794645,57.214176850659506,0,0.0001,8,0.0001
49.261103297884404,57.2141474428631,0,0.0001,8,0.0005
49.2611209774619,57.214123757112596,0,0.0001,8,0.001
49.26109186883479,57.21413229193006,0,0.0001,8,0.005
49.26113491504601,57.21434173697517,0,0.0001,8,0.01
49.26128352026834,57.215597093105316,0,0.0001,8,0.05
49.261336212529244,57.21647800150372,0,0.0001,8,0.1
49.26207339801247,57.22496394316355,0,0.0001,8,0.5
49.1135794406935,57.151210242793674,0,0.0001,10,1e-05
49.112493369606895,57.14672753356752,0,0.0001,10,5e-05
49.11245729394265,57.14726274070286,0,0.0001,10,0.0001
49.11256255311294,57.14680591935203,0,0.0001,10,0.0005
49.11324091689694,57.14882380337942,0,0.0001,10,0.001
49.11331312989837,57.14808940887451,0,0.0001,10,0.005
49.112675041054324,57.14698417129971,0,0.0001,10,0.01
49.11429142425489,57.15703268845876,0,0.0001,10,0.05
49.11393190733892,57.14996782654808,0,0.0001,10,0.1
49.10903332210866,57.161222225143796,0,0.0001,10,0.5
49.09385282033124,57.150142215547106,0,0.0001,12,1e-05
49.09353061880599,57.14979533638273,0,0.0001,12,5e-05
49.09301723416045,57.150028464340025,0,0.0001,12,0.0001
49.09332758169445,57.14950019972665,0,0.0001,12,0.0005
49.09336583346097,57.15047884271259,0,0.0001,12,0.001
49.094065227468434,57.149289239020575,0,0.0001,12,0.005
49.093563943004504,57.14859791312899,0,0.0001,12,0.01
49.094471831427015,57.137976586818695,0,0.0001,12,0.05
49.09247174987532,57.1297901840437,0,0.0001,12,0.1
49.088107865816916,57.01213630182402,0,0.0001,12,0.5
49.123007535997125,56.958220771735625,0,0.0001,14,1e-05
49.12300807864383,56.95821745338894,0,0.0001,14,5e-05
49.12296842381781,56.95828387637933,0,0.0001,14,0.0001
49.12293710317521,56.95827710238241,0,0.0001,14,0.0005
49.123031583306165,56.95831477571102,0,0.0001,14,0.001
49.12293502422036,56.95802504533813,0,0.0001,14,0.005
49.12312466012692,56.95816432046039,0,0.0001,14,0.01
49.12337957653212,56.95823088430223,0,0.0001,14,0.05
49.124099362849186,56.95927986573605,0,0.0001,14,0.1
49.12706953468884,56.962267530461155,0,0.0001,14,0.5
49.17610055928977,56.722962002314276,0,0.0001,16,1e-05
49.17612123063185,56.722912097615854,0,0.0001,16,5e-05
49.176109689392625,56.72296904346773,0,0.0001,16,0.0001
49.17613908808314,56.722903482970736,0,0.0001,16,0.0005
49.176159863843026,56.72291944672664,0,0.0001,16,0.001
49.176175720182755,56.7230348218055,0,0.0001,16,0.005
49.17632174993288,56.72298245628675,0,0.0001,16,0.01
49.17659881425831,56.7233057791988,0,0.0001,16,0.05
49.17737253105854,56.72354297694706,0,0.0001,16,0.1
49.181771660578114,56.72891675609918,0,0.0001,16,0.5
49.16250944388276,56.54456560526575,0,0.0001,18,1e-05
49.162607637113574,56.54453897050449,0,0.0001,18,5e-05
49.16265348167199,56.54453420497122,0,0.0001,18,0.0001
49.16259911910217,56.54451433107967,0,0.0001,18,0.0005
49.16256455166734,56.54467916914395,0,0.0001,18,0.001
49.16271264871463,56.54471780501661,0,0.0001,18,0.005
49.1627898708879,56.54500677188238,0,0.0001,18,0.01
49.16318748100072,56.54497979865188,0,0.0001,18,0.05
49.16397061395595,56.54549733939625,0,0.0001,18,0.1
49.16851141763661,56.54519093249525,0,0.0001,18,0.5
49.1704229961309,56.43403603526808,0,0.0001,20,1e-05
49.170386090263584,56.43393778126864,0,0.0001,20,5e-05
49.17043094893234,56.43405114007847,0,0.0001,20,0.0001
49.170433334497,56.434004306438425,0,0.0001,20,0.0005
49.170444696859605,56.43401415220329,0,0.0001,20,0.001
49.17043323659746,56.434037254324984,0,0.0001,20,0.005
49.17057194143189,56.43403583906946,0,0.0001,20,0.01
49.17073178153434,56.43364035089811,0,0.0001,20,0.05
49.17111268028476,56.433431557246614,0,0.0001,20,0.1
49.17300209963986,56.42422641246092,0,0.0001,20,0.5
31.85749809674284,30.753342083522252,0,0.0005,2,1e-05
31.85749815290032,30.753342083522252,0,0.0005,2,5e-05
31.85749822510279,30.753342083522252,0,0.0005,2,0.0001
31.857498088720344,30.75334271930513,0,0.0005,2,0.0005
31.857499199836163,30.753342810131254,0,0.0005,2,0.001
31.85750735069299,30.753352596646263,0,0.0005,2,0.005
31.857515557707295,30.753362723759242,0,0.0005,2,0.01
31.857504121637998,30.75322677975609,0,0.0005,2,0.05
31.857385886079005,30.752942789168586,0,0.0005,2,0.1
31.85851893540311,30.754313945770264,0,0.0005,2,0.5
26.327387166950857,27.362428267796833,0,0.0005,4,1e-05
26.323455876732474,27.368514764876593,0,0.0005,4,5e-05
26.321302991560206,27.362347852616082,0,0.0005,4,0.0001
26.33261880563762,27.365935098557244,0,0.0005,4,0.0005
26.329904909264275,27.364088796433947,0,0.0005,4,0.001
26.328114586799053,27.363991294588363,0,0.0005,4,0.005
26.328367965329207,27.364741802215576,0,0.0005,4,0.01
26.329474953572205,27.365872916721163,0,0.0005,4,0.05
26.322760231988788,27.363814092817762,0,0.0005,4,0.1
26.328683921340637,27.37168060030256,0,0.0005,4,0.5
23.194238969580233,25.465417101269676,0,0.0005,6,1e-05
23.196941610390457,25.465487820761545,0,0.0005,6,5e-05
23.197816285174476,25.470489161355154,0,0.0005,6,0.0001
23.197041863522696,25.469431843076432,0,0.0005,6,0.0005
23.1950679121208,25.47208815529233,0,0.0005,6,0.001
23.19445843902171,25.466796205157326,0,0.0005,6,0.005
23.193289258377284,25.46720908937,0,0.0005,6,0.01
23.193786091608956,25.4698037533533,0,0.0005,6,0.05
23.198819488380984,25.469175736109417,0,0.0005,6,0.1
23.196084494846477,25.477220126560756,0,0.0005,6,0.5
19.68997389034267,24.14095187754858,0,0.0005,8,1e-05
19.685934742667822,24.13763478256407,0,0.0005,8,5e-05
19.685935917963615,24.137636031423295,0,0.0005,8,0.0001
19.685452243632447,24.144057972090586,0,0.0005,8,0.0005
19.683621330341456,24.139059452783492,0,0.0005,8,0.001
19.68305729967312,24.14465083962395,0,0.0005,8,0.005
19.681649565069957,24.14404796986353,0,0.0005,8,0.01
19.681616000948644,24.148125790414355,0,0.0005,8,0.05
19.683113457151265,24.151368158204214,0,0.0005,8,0.1
19.704386634906886,24.140228697231837,0,0.0005,8,0.5
16.849913962130543,22.770636592592513,0,0.0005,10,1e-05
16.861533251219868,22.750185313678923,0,0.0005,10,5e-05
16.847153872220172,22.795817170824325,0,0.0005,10,0.0001
16.852594187081674,22.747896875653947,0,0.0005,10,0.0005
16.859264670611683,22.743484536806744,0,0.0005,10,0.001
16.84955322654716,22.748778439703443,0,0.0005,10,0.005
16.85299441942281,22.737431514830817,0,0.0005,10,0.01
16.851804669096392,22.763767162958782,0,0.0005,10,0.05
16.850928404855175,22.81024537767683,0,0.0005,10,0.1
16.752947354040938,22.674438726334344,0,0.0005,10,0.5
14.995122443238268,21.762291556312924,0,0.0005,12,1e-05
14.982884530389347,21.758493122600374,0,0.0005,12,5e-05
15.002803517691595,21.763182640075684,0,0.0005,12,0.0001
15.04417409606035,21.714594313076564,0,0.0005,12,0.0005
15.039105245868992,21.71570468516577,0,0.0005,12,0.001
15.03701643637929,21.69529818353199,0,0.0005,12,0.005
15.049077331831779,21.693491924376715,0,0.0005,12,0.01
15.053252804793269,21.702249595097133,0,0.0005,12,0.05
14.990732018503858,21.771411663010007,0,0.0005,12,0.1
14.973223935918478,21.661651049341476,0,0.0005,12,0.5
13.064950846723201,20.523738219624473,0,0.0005,14,1e-05
13.08401106384149,20.540795295011428,0,0.0005,14,5e-05
13.041670867948001,20.524827207837784,0,0.0005,14,0.0001
13.06328764623648,20.519201999618893,0,0.0005,14,0.0005
13.065923565945791,20.53536384730112,0,0.0005,14,0.001
13.02453667533385,20.515509083157493,0,0.0005,14,0.005
13.035083839945989,20.521866596880415,0,0.0005,14,0.01
13.056521070241677,20.52630308696202,0,0.0005,14,0.05
13.042709885084792,20.532306838603247,0,0.0005,14,0.1
13.234904089184589,20.58183456318719,0,0.0005,14,0.5
11.62848824795363,19.881222810064042,0,0.0005,16,1e-05
11.620778660668936,19.870213866233826,0,0.0005,16,5e-05
11.631620837310887,19.878738988013495,0,0.0005,16,0.0001
11.63369700008637,19.87948803674607,0,0.0005,16,0.0005
11.63704568078716,19.89119585922786,0,0.0005,16,0.001
11.635318501013185,19.859976598194667,0,0.0005,16,0.005
11.608928027213183,19.924078197706315,0,0.0005,16,0.01
